Position,Track Name,Artist,Streams,URL,Week Start Date,Week End Date,Acousticness,Album,Danceability,Duration (ms),Energy,Explicit,Image,Instrumentalness,Key,Liveness,Loudness,Mode,Popularity,Speechiness,Tempo,Time Signature,Valence
1,rockstar,Post Malone,10134471,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,2017-12-29,2018-01-05,0.13,rockstar,0.577,218320,0.522,True,https://i.scdn.co/image/c9f894d676db96cae843252452bd5eb77562ce55,9.03e-05,5,0.142,-6.594,0,28,0.0984,159.772,4,0.119
2,No Limit,G-Eazy,7090891,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,2017-12-29,2018-01-05,0.0117,The Beautiful & Damned,0.838,245387,0.771,True,https://i.scdn.co/image/96c1f575bedeb1912ce2bd6f626802678f7f0f23,0.0,1,0.0853,-3.791,1,72,0.244,175.957,4,0.405
3,I Fall Apart,Post Malone,6673907,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2017-12-29,2018-01-05,0.0689,Stoney (Deluxe),0.556,223347,0.538,True,https://i.scdn.co/image/642a2144f2355ff17a0e0b9bb60e5013bafb59d9,0.0,8,0.196,-5.408,0,87,0.0382,143.95,4,0.291
4,Bartier Cardi (feat. 21 Savage),Cardi B,6624198,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT,2017-12-29,2018-01-05,0.000704,Bartier Cardi (feat. 21 Savage),0.909,224613,0.546,True,https://i.scdn.co/image/38d5f0bdee40654647ac762734a0934c1035a67d,0.000823,8,0.36,-7.513,1,66,0.175,138.043,4,0.0986
5,Gucci Gang,Lil Pump,5975507,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,2017-12-29,2018-01-05,0.239,Lil Pump,0.936,124056,0.523,True,https://i.scdn.co/image/4d5883687a23b4b2b4a4c6ea940c84f11fb7fdee,0.0,5,0.117,-6.71,1,78,0.0597,119.889,4,0.699
6,Him & I (with Halsey),G-Eazy,5915005,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,2017-12-29,2018-01-05,0.0534,The Beautiful & Damned,0.589,268867,0.731,True,https://i.scdn.co/image/96c1f575bedeb1912ce2bd6f626802678f7f0f23,0.0,2,0.308,-6.343,1,81,0.0868,87.908,4,0.191
7,Ric Flair Drip (& Metro Boomin),Offset,5896347,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,2017-12-29,2018-01-05,0.149,Without Warning,0.88,172800,0.428,True,https://i.scdn.co/image/6f99ad07ebbfdc7667c6c18567349179c7200d76,5.07e-05,9,0.114,-8.28,1,85,0.206,100.007,4,0.333
8,Havana,Camila Cabello,5563102,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,2017-12-29,2018-01-05,0.186,Havana,0.768,216897,0.517,False,https://i.scdn.co/image/c788ff80b2e655f6528d9a1683630c75b566c066,3.8e-05,7,0.104,-4.323,0,34,0.0312,104.992,4,0.418
9,Candy Paint,Post Malone,4960836,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf,2017-12-29,2018-01-05,0.633,Candy Paint,0.765,229573,0.688,True,https://i.scdn.co/image/87bb2563d30f26a2ed7ed741584451c132375066,0.0,4,0.0734,-5.566,1,14,0.0841,90.013,4,0.434
10,XO TOUR Llif3,Lil Uzi Vert,4904234,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,2017-12-29,2018-01-05,0.00264,Luv Is Rage 2,0.732,182707,0.75,True,https://i.scdn.co/image/ead73f726959b82d78c41d28ca41edfef92b1c87,0.0,11,0.109,-6.366,0,86,0.231,155.096,4,0.401
11,Codeine Dreaming (feat. Lil Wayne),Kodak Black,4602782,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,2017-12-29,2018-01-05,0.0652,Project Baby 2: All Grown Up (Deluxe),0.736,264532,0.604,True,https://i.scdn.co/image/8823604f48c7e5f3f5fa2e788005656b5cceaedd,6.43e-05,1,0.124,-7.357,0,77,0.222,155.007,4,0.574
12,Let You Down,NF,4601417,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-29,2018-01-05,0.33,Perception,0.659,212120,0.716,False,https://i.scdn.co/image/97f6161ae4533de136e1c76a7a1dd02445d03973,0.0,5,0.173,-5.673,0,30,0.111,148.015,4,0.437
13,Bank Account,21 Savage,4589775,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,2017-12-29,2018-01-05,0.0151,Issa Album,0.884,220307,0.346,True,https://i.scdn.co/image/e0c1774d0cea9d3f5761877e54b6156d48a8e398,7.04e-06,8,0.0871,-8.228,0,82,0.351,75.016,4,0.376
14,Wolves,Selena Gomez,4445106,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,2017-12-29,2018-01-05,0.139,Wolves,0.715,197993,0.802,False,https://i.scdn.co/image/e2e2cfcda75efbbeab4dce8a6bc3e3b6e0464cf6,0.0,11,0.177,-4.647,0,30,0.0394,124.989,4,0.327
15,PICK IT UP (feat. A$AP Rocky),Famous Dex,4426379,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd,2017-12-29,2018-01-05,0.0149,Pick It Up (feat. A$AP Rocky),0.921,191252,0.467,True,https://i.scdn.co/image/0b39ecae5c03317c931740f36cc3a8846ea3a5e1,0.000238,1,0.334,-8.443,1,78,0.119,135.995,4,0.287
16,River (feat. Ed Sheeran),Eminem,4326022,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,2017-12-29,2018-01-05,0.17,Revival,0.757,221013,0.748,True,https://i.scdn.co/image/a3f1610882a405a909f81526f068ab41357e1f60,0.0,8,0.0759,-5.794,0,31,0.473,90.052,4,0.693
17,Young Dumb & Broke,Khalid,4319972,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2017-12-29,2018-01-05,0.199,American Teen,0.798,202547,0.539,False,https://i.scdn.co/image/3f2cc8df9f891830695c00446ce86bd892e60886,1.66e-05,1,0.165,-6.351,1,85,0.0421,136.949,4,0.394
18,MotorSport,Migos,4306236,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q,2017-12-29,2018-01-05,0.0519,MotorSport,0.901,307660,0.529,True,https://i.scdn.co/image/948c0ead3b5b6cd47f0f6eb4dbca075efac0d392,0.0,2,0.179,-4.443,1,10,0.191,138.003,4,0.146
19,Perfect,Ed Sheeran,4273504,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-12-29,2018-01-05,0.163,÷ (Deluxe),0.599,263400,0.448,False,https://i.scdn.co/image/487bf17160e944c29ea63192a2655c0b808aee8f,0.0,8,0.106,-6.312,1,87,0.0232,95.05,3,0.168
20,Too Good At Goodbyes,Sam Smith,4269340,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2017-12-29,2018-01-05,0.652,The Thrill Of It All (Special Edition),0.698,201000,0.375,False,https://i.scdn.co/image/518bbac98f1967daeee2c5ecb9f957f4fd415dbc,0.0,5,0.173,-8.279,1,83,0.0491,91.92,4,0.534
21,New Rules,Dua Lipa,4251568,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2017-12-29,2018-01-05,0.00261,Dua Lipa (Deluxe),0.762,209320,0.7,False,https://i.scdn.co/image/c636ec3570b43a2814717b59347324025b141552,1.56e-05,9,0.153,-6.021,0,85,0.0694,116.073,4,0.608
22,LOVE. FEAT. ZACARI.,Kendrick Lamar,4211074,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2017-12-29,2018-01-05,0.264,DAMN.,0.8,213400,0.585,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,10,0.153,-7.343,1,80,0.0924,126.058,4,0.779
23,HUMBLE.,Kendrick Lamar,4162605,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-12-29,2018-01-05,0.000282,DAMN.,0.908,177000,0.621,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,5.39e-05,1,0.0958,-6.638,0,85,0.102,150.011,4,0.421
24,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4143866,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,2017-12-29,2018-01-05,0.047,All Your Fault: Pt. 2,0.643,163870,0.783,False,https://i.scdn.co/image/c89ea26344e4eb73c641e9520d1df684c30722de,0.0,10,0.083,-6.458,1,85,0.0856,154.084,4,0.579
25,Congratulations,Post Malone,4116779,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2017-12-29,2018-01-05,0.215,Stoney (Deluxe),0.63,220293,0.804,True,https://i.scdn.co/image/642a2144f2355ff17a0e0b9bb60e5013bafb59d9,0.0,6,0.253,-4.183,1,85,0.0363,123.146,4,0.492
26,Plain Jane,A$AP Ferg,4095476,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,2017-12-29,2018-01-05,0.0651,Still Striving,0.797,173600,0.844,True,https://i.scdn.co/image/338e8f6a727ac686e3eb3de21a54c5ef6e10c68a,0.0,11,0.087,-5.482,1,80,0.275,170.142,4,0.52
27,1-800-273-8255,Logic,3995743,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,2017-12-29,2018-01-05,0.57,Everybody,0.62,250173,0.574,True,https://i.scdn.co/image/3df14cbaac20470a0b8523420eeae52e6849960f,0.0,5,0.19,-7.788,0,82,0.0479,100.021,4,0.352
28,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,3968044,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,2017-12-29,2018-01-05,0.0393,"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.659,174800,0.717,False,https://i.scdn.co/image/05c542421f2f9808db5bc99a11fd77e003fc65aa,0.0,8,0.0769,-4.202,1,31,0.0581,103.036,4,0.71
29,Silence,Marshmello,3793378,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2017-12-29,2018-01-05,0.256,Silence,0.52,180823,0.761,False,https://i.scdn.co/image/575096dbcc1e23cca60ec973168fa4cc16a4c4de,4.96e-06,4,0.17,-3.093,1,84,0.0853,141.971,4,0.286
30,Bodak Yellow,Cardi B,3791207,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM,2017-12-29,2018-01-05,0.0672,Bodak Yellow,0.929,223962,0.723,True,https://i.scdn.co/image/c6f9f7b2e71ae63388ec99bcc658eb173ed97bcc,0.0,11,0.346,-5.792,0,73,0.109,125.022,4,0.458
31,What Lovers Do (feat. SZA),Maroon 5,3759452,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,2017-12-29,2018-01-05,0.0786,Red Pill Blues (Deluxe),0.795,199849,0.615,False,https://i.scdn.co/image/abb3bc8412c67d8d303cbd49a6c4031b0a43e9f2,2.98e-06,5,0.0855,-5.211,0,30,0.0671,110.009,4,0.393
32,Sky Walker (feat. Travis Scott),Miguel,3757510,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf,2017-12-29,2018-01-05,0.173,War & Leisure,0.674,259333,0.506,True,https://i.scdn.co/image/ab501873fbf2500af9f4094f165cece8a3f178c1,0.0,6,0.0866,-10.532,1,77,0.0434,145.965,4,0.183
33,Bad At Love,Halsey,3754834,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl,2017-12-29,2018-01-05,0.0604,hopeless fountain kingdom (Deluxe),0.675,181279,0.751,False,https://i.scdn.co/image/9373fab2538eefd183cdd8ae086726b7ddeee001,0.0,0,0.0893,-3.539,1,80,0.0296,118.384,4,0.612
34,I Get The Bag (feat. Migos),Gucci Mane,3548680,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0,2017-12-29,2018-01-05,0.0232,Mr. Davis,0.89,233087,0.633,True,https://i.scdn.co/image/55823eb40a5a6293320d1a9411306254c5e1c90e,0.000343,11,0.0993,-5.475,1,78,0.168,139.948,4,0.425
35,Betrayed,Lil Xan,3499176,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,2017-12-29,2018-01-05,0.416,Betrayed,0.823,187453,0.419,True,https://i.scdn.co/image/2ee9195ad4ba4fa83f1af30ae367405091dfc8b9,0.0,10,0.105,-10.358,0,77,0.165,119.958,4,0.277
36,goosebumps,Travis Scott,3323557,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2017-12-29,2018-01-05,0.0847,Birds In The Trap Sing McKnight,0.841,243837,0.728,True,https://i.scdn.co/image/ea447323073c2208e8cf64b0fc3250cc37c71c6c,0.0,7,0.149,-3.37,1,84,0.0484,130.049,4,0.43
37,Thunder,Imagine Dragons,3299966,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,2017-12-29,2018-01-05,0.00683,Evolve,0.6,187147,0.81,False,https://i.scdn.co/image/37ffb5905818e873b3b7905274669b8a5d277810,0.21,0,0.155,-4.749,1,30,0.0479,167.88,4,0.298
38,BUTTERFLY EFFECT,Travis Scott,3262014,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,2017-12-29,2018-01-05,0.0714,BUTTERFLY EFFECT,0.763,190678,0.598,False,https://i.scdn.co/image/b64598a5480c6a0bf81e36694437ef8e188509bf,0.0,11,0.112,-6.865,1,32,0.0539,140.987,4,0.182
39,Never Be the Same,Camila Cabello,3142876,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5,2017-12-29,2018-01-05,0.145,Never Be the Same,0.643,227088,0.709,False,https://i.scdn.co/image/8a0d9b9ee342bd097a068d92da1ef711aea16121,0.000449,0,0.115,-4.343,1,73,0.0733,129.961,4,0.264
40,Unforgettable,French Montana,3124897,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,2017-12-29,2018-01-05,0.0293,Jungle Rules,0.726,233902,0.769,True,https://i.scdn.co/image/c1c6a9a2ac434944f64adf3c7f197460791c872a,0.0101,6,0.104,-5.043,1,84,0.123,97.985,4,0.733
41,Location,Khalid,3119292,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2017-12-29,2018-01-05,0.33,American Teen,0.736,219080,0.449,False,https://i.scdn.co/image/3f2cc8df9f891830695c00446ce86bd892e60886,0.000162,1,0.0898,-11.462,0,83,0.425,80.126,4,0.326
42,Tell Me You Love Me,Demi Lovato,3094647,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,2017-12-29,2018-01-05,0.0247,Tell Me You Love Me,0.516,236987,0.592,False,https://i.scdn.co/image/cb5af8e3c961e6ed13e18601410ee1f42a5c2e9e,0.0,3,0.181,-5.465,0,16,0.0566,82.05,4,0.271
43,Roll In Peace (feat. XXXTENTACION),Kodak Black,3056338,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,2017-12-29,2018-01-05,0.0306,Project Baby 2,0.747,213132,0.524,True,https://i.scdn.co/image/3d461dd2722e109db7e55b69ab8cd6fbfd6041b0,0.0,10,0.2,-6.807,0,81,0.245,140.053,4,0.363
44,Wanted You (feat. Lil Uzi Vert),NAV,3004749,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1,2017-12-29,2018-01-05,0.168,Wanted You (feat. Lil Uzi Vert),0.793,228080,0.718,True,https://i.scdn.co/image/c4d1617d666f928a05eade9a660a97755f2a4b8d,0.0,9,0.241,-4.966,0,75,0.0547,146.885,4,0.649
45,Sorry Not Sorry,Demi Lovato,2986767,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,2017-12-29,2018-01-05,0.0214,Tell Me You Love Me (Deluxe),0.704,203760,0.633,True,https://i.scdn.co/image/956c651238259ff5b480d30908fc778f4c5ed859,0.0,11,0.29,-6.923,0,24,0.241,144.021,4,0.863
46,End Game,Taylor Swift,2952285,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,2017-12-29,2018-01-05,0.00845,reputation,0.649,244827,0.589,False,https://i.scdn.co/image/790a5152a158b8088b7e7fd5730c450d07c3fc49,0.0,2,0.108,-6.237,1,75,0.0558,159.073,4,0.151
47,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2928490,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,2017-12-29,2018-01-05,0.617,Luv Is Rage 2,0.703,221747,0.757,True,https://i.scdn.co/image/ead73f726959b82d78c41d28ca41edfef92b1c87,0.0,1,0.106,-3.612,1,79,0.05,82.008,4,0.696
48,Shape of You,Ed Sheeran,2908251,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-12-29,2018-01-05,0.581,÷ (Deluxe),0.825,233713,0.652,False,https://i.scdn.co/image/487bf17160e944c29ea63192a2655c0b808aee8f,0.0,1,0.0931,-3.183,0,86,0.0802,95.977,4,0.931
49,Jocelyn Flores,XXXTENTACION,2873169,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2017-12-29,2018-01-05,0.469,17,0.872,119133,0.391,True,https://i.scdn.co/image/46bc351f18dbb3dddcf451fa962737c3a2aff0ff,4.13e-06,0,0.297,-9.144,0,89,0.242,134.021,4,0.437
50,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2856506,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,2017-12-29,2018-01-05,0.779,Perfect Duet (Ed Sheeran & Beyoncé),0.587,259550,0.299,False,https://i.scdn.co/image/5659184967911d3d40656aabbbb08311ea366e9f,0.0,8,0.123,-7.365,1,83,0.0263,94.992,3,0.356
51,Stir Fry,Migos,2774822,https://open.spotify.com/track/4fndbjoz1qJyK6JcLdKfzm,2017-12-29,2018-01-05,0.00693,Stir Fry,0.813,192132,0.808,True,https://i.scdn.co/image/1115f3e9de7818321a0e681d431737712b368b82,0.0,2,0.133,-5.541,1,7,0.286,181.993,4,0.547
52,Saint,Huncho Jack,2771712,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe,2017-12-29,2018-01-05,0.00823,"Huncho Jack, Jack Huncho",0.857,140793,0.642,True,https://i.scdn.co/image/7f7752d5f3b82c988cd7ad0a57bf413fc9f46d15,0.0,0,0.106,-3.656,1,72,0.0588,150.06,4,0.0658
53,Feel It Still,Portugal. The Man,2713120,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,2017-12-29,2018-01-05,0.0417,Woodstock,0.801,163253,0.795,False,https://i.scdn.co/image/5c9f8f14babcfc3f831fa9fe2f8cda424a61f45a,0.000113,1,0.0717,-5.115,0,82,0.0504,79.028,4,0.754
54,Slippery (feat. Gucci Mane),Migos,2669201,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,2017-12-29,2018-01-05,0.307,Culture,0.92,304041,0.674,True,https://i.scdn.co/image/4047ff295bb33fc7b24cac467764e014b4803e11,0.0,1,0.104,-5.662,0,78,0.264,141.967,4,0.741
55,Fuck Love (feat. Trippie Redd),XXXTENTACION,2612031,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2017-12-29,2018-01-05,0.0172,17,0.797,146520,0.533,True,https://i.scdn.co/image/46bc351f18dbb3dddcf451fa962737c3a2aff0ff,0.000152,0,0.103,-9.74,0,87,0.0412,131.036,4,0.329
56,Rubbin Off The Paint,YBN Nahmir,2561510,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj,2017-12-29,2018-01-05,0.000662,Rubbin Off The Paint,0.721,156057,0.711,True,https://i.scdn.co/image/439cd356f728e92969aa3828086f2eb2e1eac943,0.0,7,0.347,-9.294,1,10,0.293,107.998,5,0.511
57,Despacito - Remix,Luis Fonsi,2534588,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-12-29,2018-01-05,0.229,Despacito Feat. Justin Bieber (Remix),0.694,228827,0.815,False,https://i.scdn.co/image/b923e1b7bb8130e96a0a50d5935c9d35af2b5a9d,0.0,2,0.0924,-4.328,1,33,0.12,88.931,4,0.813
58,Ghostface Killers,21 Savage,2498799,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub,2017-12-29,2018-01-05,0.331,Without Warning,0.782,268933,0.436,True,https://i.scdn.co/image/6f99ad07ebbfdc7667c6c18567349179c7200d76,1.3e-05,2,0.342,-7.033,1,75,0.155,82.994,4,0.243
59,How Long,Charlie Puth,2489088,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,2017-12-29,2018-01-05,0.189,How Long,0.849,198237,0.581,False,https://i.scdn.co/image/7cb8c76a426fe98cb1dc688e72139c20db0e29dd,3.61e-06,1,0.0805,-5.243,0,26,0.0767,110.008,4,0.779
60,Dubai Shit,Huncho Jack,2473674,https://open.spotify.com/track/6urLjX35oXXRYtcH1b3dCh,2017-12-29,2018-01-05,0.0595,"Huncho Jack, Jack Huncho",0.767,228431,0.529,True,https://i.scdn.co/image/7f7752d5f3b82c988cd7ad0a57bf413fc9f46d15,0.0,5,0.089,-4.421,0,71,0.0495,138.076,4,0.247
61,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2447083,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI,2017-12-29,2018-01-05,0.501,The Bigger Artist,0.839,209269,0.81,True,https://i.scdn.co/image/8f38421a8468c17f5fccb0373ab9a3c71e35ef4a,0.0,5,0.117,-5.274,0,79,0.0568,129.014,4,0.814
62,DNA.,Kendrick Lamar,2335539,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,2017-12-29,2018-01-05,0.00454,DAMN.,0.638,185947,0.523,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,1,0.0842,-6.664,1,81,0.357,139.913,4,0.422
63,GUMMO,6ix9ine,2320909,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1,2017-12-29,2018-01-05,0.0485,GUMMO,0.689,157643,0.761,True,https://i.scdn.co/image/51099fe857fc418e326faeb4b1966e17732f7962,0.0,1,0.136,-4.939,1,63,0.13,78.514,4,0.698
64,Believer,Imagine Dragons,2302073,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,2017-12-29,2018-01-05,0.0524,Evolve,0.779,204347,0.787,False,https://i.scdn.co/image/37ffb5905818e873b3b7905274669b8a5d277810,0.0,10,0.14,-4.305,0,26,0.108,124.982,4,0.708
65,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,2289695,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF,2017-12-29,2018-01-05,0.0157,MIC Drop (feat. Desiigner) [Steve Aoki Remix],0.613,238726,0.842,False,https://i.scdn.co/image/81a03ed1ee4187d826e566e4f43f10cfdbf024ea,0.0,10,0.23,-4.332,0,73,0.219,169.917,4,0.645
66,Go Flex,Post Malone,2263112,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,2017-12-29,2018-01-05,0.228,Stoney (Deluxe),0.665,179613,0.498,True,https://i.scdn.co/image/642a2144f2355ff17a0e0b9bb60e5013bafb59d9,0.0,5,0.0757,-8.185,1,81,0.0831,81.967,4,0.127
67,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,2191656,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV,2017-12-29,2018-01-05,0.00413,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",0.653,202805,0.718,False,https://i.scdn.co/image/ba961e35a786fcb8203334925b822ba0450a7f6b,0.0,3,0.0537,-5.232,0,74,0.213,82.034,4,0.216
68,Real Friends,Camila Cabello,2168343,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL,2017-12-29,2018-01-05,0.835,Real Friends,0.74,213933,0.303,False,https://i.scdn.co/image/ac7215afbceb58c8a7f3713eaf9d00ff3d959779,0.0,3,0.0782,-8.612,1,68,0.117,91.958,4,0.819
69,Body Like A Back Road,Sam Hunt,2132805,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,2017-12-29,2018-01-05,0.463,Body Like A Back Road,0.731,165387,0.469,False,https://i.scdn.co/image/b12ffd9b8cb9abf936c1ef1c3c54e33df4f6dd71,1.04e-06,5,0.103,-7.226,1,78,0.0326,98.963,4,0.631
70,Redbone,Childish Gambino,2132516,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,2017-12-29,2018-01-05,0.172,"""Awaken, My Love!""",0.745,326933,0.356,True,https://i.scdn.co/image/7fc3038cd640421f0b9f943a3854075227dc9b35,0.00943,1,0.123,-10.425,1,81,0.0941,160.033,4,0.607
71,Rake It Up,Yo Gotti,2128185,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY,2017-12-29,2018-01-05,0.022,I Still Am,0.91,276333,0.444,True,https://i.scdn.co/image/ec9ae3373c0d9f0eb847e7306ea1b9e77eaef594,0.0,1,0.137,-8.126,0,73,0.344,149.953,4,0.53
72,Go Legend (& Metro Boomin),Big Sean,2117494,https://open.spotify.com/track/3wAI7MIQtTgwcRmwchPZBc,2017-12-29,2018-01-05,0.0167,Double Or Nothing (& Metro Boomin),0.656,268947,0.564,True,https://i.scdn.co/image/fccb18946fd64c9bdcbe9873137e94585b1ced06,1.39e-06,1,0.165,-8.925,0,66,0.0883,150.014,4,0.25
73,Attention,Charlie Puth,2098802,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2017-12-29,2018-01-05,0.0969,Attention,0.774,211475,0.626,False,https://i.scdn.co/image/b5ab3ac1e2ae84b25a44c477fc7d3f28a5715ea6,3.12e-05,3,0.0848,-4.432,0,30,0.0432,100.041,4,0.777
74,Mask Off,Future,2094567,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx,2017-12-29,2018-01-05,0.0102,FUTURE,0.833,204600,0.434,True,https://i.scdn.co/image/6b311ec6e3d6999a14e7d1ea8841d00226c292c6,0.0219,2,0.165,-8.795,1,81,0.431,150.062,4,0.281
75,Rewrite The Stars,Zac Efron,2079792,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,2017-12-29,2018-01-05,0.0716,Rewrite The Stars,0.684,217440,0.619,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.0,10,0.122,-7.005,1,73,0.0386,125.046,4,0.284
76,Sober,G-Eazy,2039630,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV,2017-12-29,2018-01-05,0.263,The Beautiful & Damned,0.558,203960,0.766,True,https://i.scdn.co/image/96c1f575bedeb1912ce2bd6f626802678f7f0f23,0.0,6,0.32,-5.953,0,67,0.231,96.281,4,0.182
77,I Miss You (feat. Julia Michaels),Clean Bandit,2037953,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,2017-12-29,2018-01-05,0.245,I Miss You (feat. Julia Michaels),0.638,205748,0.658,False,https://i.scdn.co/image/3480de7a056d9b2dc425666d7f935bfc77e65b66,3.77e-06,3,0.0919,-6.318,1,64,0.0456,105.076,4,0.33
78,Plain Jane REMIX,A$AP Ferg,2037676,https://open.spotify.com/track/2YzmfPLqUx5CJOaw5ThsBV,2017-12-29,2018-01-05,0.0588,Plain Jane REMIX,0.791,202636,0.839,True,https://i.scdn.co/image/2bfb2fcb95e2acb79f6931d91053168ae8f62383,6.26e-05,11,0.259,-4.284,1,69,0.266,170.113,4,0.383
79,Love Galore (feat. Travis Scott),SZA,2018832,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,2017-12-29,2018-01-05,0.111,Ctrl,0.795,275080,0.594,True,https://i.scdn.co/image/858107cdf591e0257617a751f331f7bc1debcfca,0.0,0,0.162,-6.2,1,78,0.0747,135.002,4,0.409
